team number,nickname,rookie year,full name,Nasa?,city,region,country,motto,# of events,event codes,event names
5958,Blue Wave Robotics,2016,"NASA / Chase Machine and Engineering, Inc. / Airline Hydraulics / Neff Automation / Igus Inc. / Nordson, Inc / Petersen Family in Memory of Carl Nomura & Hope High School & 360 High School",NASA,Providence,Rhode Island,USA,,2,"['2016manda', '2016ripro']","['NE District - UMass-Dartmouth Event', 'NE District - Rhode Island Event']"
5959,Titanium Rams,2016,Argosy Foundation & Instituto Tecnologico y de Estudios Superiores de Monterrey Campus Tampico,,Tampico,Tamaulipas,Mexico,,1,['2016mxmc'],['Mexico City Regional ']
5960,Mighty ROBO-RANGERS,2016,Argosy Foundation / FIRST In Texas Foundation / DELL / RGV SMART 3 / Mission Consolidated Independent School District & Mission H S & Alton Memorial Jr High,,Mission,Texas,USA,Morphin' the Minds of the Future,1,['2016txsa'],['Alamo Regional sponsored by Rackspace Hosting']
5961,the pythons,2016,Municipality of Rehovot / Machshirei Tnuaa / Solid Works & Neighborhood Group,,rehovot,HaMerkaz (Central),Israel,,1,['2016ista'],['Israel Regional']
5962,perSEVERE,2016,NASA/Neighborhood Group/University of Massachusetts Lowell/Analog Devices/Michael Riendeau/Law Office of John J Witkos & Boys & Girls Club of Greater Lowell,NASA,Lowell,Massachusetts,USA,perSEVERE,3,"['2016marea', '2016necmp', '2016nhdur']","['NE District - North Shore Event', 'New England District Championship', 'NE District - UNH Event']"
5963,CA Frost High School,2016,Ca Frost Environmental Science Academy,,Grand Rapids,Michigan,USA,We can do it!,2,"['2016mike2', '2016miken']","['FIM District - Kettering University Event #2', 'FIM District - East Kentwood Event']"
5964,The Praetorians,2016,"Voorheesville School District / Global Foundries / General Electric / Time Warner Cable / RPI / US FIRST / New York Tech Valley FIRST Sponsors / Voorheesville Community and School Foundation / QualityPM, Inc. / SM Home Inspection & Clayton a Bouton High School",,Voorheesville,New York,USA,,1,['2016nytr'],['New York Tech Valley Regional']
5965,Power Struck Girls,2016,Dow & Academy of Our Lady,,Marrero,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5966,Huntington Beach High School Oilers,2016,Huntington Beach High,,Huntington Beach,California,USA,Knowledge is Power,1,['2016calb'],['Los Angeles Regional']
5968,Cyborg Indians,2016,USD 383 / The Argosy Foundation / Civic Plus / Garmin  / McDonalds-Alta Prairie Inc. / Schwab Eaton / Walson Ink & Manhattan High School West/East Campus,,Manhattan,Kansas,USA,,1,['2016mokc'],['Greater Kansas City Regional']
5969,English Skunkworks,2016,the English High,,Jamaica Plain,Massachusetts,USA,FIRST In the Nation,2,"['2016mabos', '2016marea']","['NE District - Boston Event', 'NE District - North Shore Event']"
5970,BeaverTronics,2016,Daimler Trucks North America / Oregon FIRST Robotics Grant / FIRST Oregon Grant / Pacific Northwest Grant / Mentor Graphics Foundation / BPS Robotics / Washington FIRST Robotics / Profile Laser / Festo / Koeber's / iSparkToys & Beaverton High School,,Beaverton,Oregon,USA,,3,"['2016orore', '2016orwil', '2016pncmp']","['PNW District - Clackamas Academy of Industrial Science Event', 'PNW District - Wilsonville Event', 'Pacific Northwest District Championship sponsored by Autodesk']"
5971,Raider Robotics Team,2016,Archbishop Rummel High School,,Metairie,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5973,Moonshots,2016,Rockwell Automation / North Royalton High & Gilmour Academy,,Gates Mills,Ohio,USA,,1,['2016ohcl'],['Buckeye Regional']
5974,Mechanical Dragons,2016,American International School of Utah,,Murray,Utah,USA,,1,['2016utwv'],['Utah Regional']
5975,Beta Blues,2016,St Marys Academy,,Portland,Oregon,USA,,2,"['2016orore', '2016orwil']","['PNW District - Clackamas Academy of Industrial Science Event', 'PNW District - Wilsonville Event']"
5976,CyberSaders,2016,Catholic Memorial High School,,Waukesha,Wisconsin,USA,"""We'll start from humble beginnings and achieve great things""",2,"['2016cur', '2016wimi']","['Curie Division', 'Wisconsin Regional']"
5977,Rosemary Anderson H S/POIC,2016,The Portland Chapter Links & Rosemary Anderson High School/Portland Oic,,Portland,Oregon,USA,Yet to be determined,2,"['2016orore', '2016orwil']","['PNW District - Clackamas Academy of Industrial Science Event', 'PNW District - Wilsonville Event']"
5979,Apex,2016,Long Reach High,,Columbia,Maryland,USA,,2,"['2016mdbet', '2016mdedg']","['CHS District - Greater DC Event', 'CHS District - Central Maryland Event']"
5980,East Grand Rapids Robotics,2016,Marjorie Neubig / PTC / Argosy Foundation / East Grand Rapids Schools Foundation / State of Michigan / Brent and Diane Slay / Lori and Jeff VandenBosch / Precision Metalforming Association / Hand Surgery Center / Great Lakes Promotions & East Grand Rapids High School,,East Grand Rapids,Michigan,USA,,4,"['2016carv', '2016micmp', '2016milak', '2016miwmi']","['Carver Division', 'Michigan State Championship', 'FIM District - Lakeview Event', 'FIM District - West Michigan Event']"
5981,Thunderbotz,2016,Mike Kliewer / John Kliewer / SMC & Karen Wagner H S,,San Antonio,Texas,USA,Go Tbotz Go,1,['2016txsa'],['Alamo Regional sponsored by Rackspace Hosting']
5982,Circuits  of Destruction ,2016,Nexteer & Merrill High School,,Merrill,Michigan,USA,,2,"['2016mimid', '2016mitvc']","['FIM District - Midland Event', 'FIM District - Traverse City Event']"
5983,Blast Furnace Bots,2016,Lithgow High School,,Lithgow,New South Wales,Australia,Have fun.,1,['2016ausy'],['Australia Regional']
5984,Salina Robotics,2016,Oklahoma State Department of Education / First Hardship Grant / The Argosy Foundation & Salina Hs,,Salina,Oklahoma,USA,,1,['2016okok'],['Oklahoma Regional ']
5985,Project Bucephalus,2016,Project Bucephalus Robotics / University of Wollongong / Argosy Foundation / Moneywise Accounting / Dapto Pharmacy / Illawarra Christian School / Scouts Australia & Neighborhood Group,,Wollongong,New South Wales,Australia,Sharing. Learning. Teaching.,1,['2016ausy'],['Australia Regional']
5986,Iron Fangs,2016,Texas Workforce Commission  / Eureka Sheet Metal / Argosy Foundation & Central Catholic High School & Providence Catholic School,,San Antonio,Texas,USA,We'll rattle your gears.,2,"['2016txlu', '2016txsa']","['Hub City Regional', 'Alamo Regional sponsored by Rackspace Hosting']"
5987,Galaxia,2016,Hebrew Reali of Haifa School,,Haifa,Haifa,Israel,Reali FIRST,2,"['2016arc', '2016ista']","['Archimedes Division', 'Israel Regional']"
5988,Narooma,2016,Narooma High School,,Narooma,New South Wales,Australia,,1,['2016ausy'],['Australia Regional']
5989,Panthers,2016,Ewen-Trout Creek Consolidated School,,Ewen,Michigan,USA,,2,"['2016miesc', '2016milsu']","['FIM District - Escanaba Event', 'FIM District - Lake Superior State University Event']"
5990,Trigon,2016,Dassault Systems / Argosy Foundation & Amit Boys Modiin,,Modiin,Yerushalayim,Israel,,1,['2016ista'],['Israel Regional']
5991,One Stones,2016,Pentair / FIRST Robotics & Westbrook-Walnut Grove Secondary,,Westbrook,Minnesota,USA,,1,['2016mnmi2'],['Minnesota North Star Regional']
5992,Pirates,2016,Seton Hall Preparatory School,,West Orange,New Jersey,USA,,2,"['2016njbri', '2016njski']","['MAR District - Bridgewater-Raritan Event', 'MAR District - Montgomery Event']"
5993,Istech Robotic Society,2016,Derya Plastik & İstek Özel Bilge Kağan Liseleri,,Florya,Istanbul,Turkey,,1,['2016nyny'],['New York City Regional']
5994,TeamX3,2016,Pratt & Whitney Canada / Battat / United Technologies Corporation / CSC Charitable Foundation / CSC / FIRST / TIS Show Services / Anonymous Donor (BetaBot) / LCC & Lower Canada College,,Montreal,Québec,Canada,Non Robot Solum,1,['2016qcmo'],['FRC Festival de Robotique - Montreal Regional']
5996,R.U.R.,2016,"PORG - gymnazium a zakladni skola, o.p.s.",,Prague,Praha 8,Czech Republic,,2,"['2016hop', '2016mnmi']","['Hopper Division', 'Minnesota 10000 Lakes Regional']"
5997,Knightling Boltz,2016,East Iberville Elementary/High School,,St. Gabriel,Louisiana,USA,,1,['2016lake'],['Bayou Regional']
5998,E.A.R.L and the Chillbots,2016,Boise Paper / NASA & Falls Secondary,NASA,International Falls,Minnesota,USA,,1,['2016mndu'],['Lake Superior Regional']
5999,Byte Force,2016,Milaca Secondary High,,Milaca,Minnesota,USA,,1,['2016mndu2'],['Northern Lights Regional']
6000,Firehawk Robotics,2016,Shalhevet School,,Los Angeles,California,USA,,1,['2016calb'],['Los Angeles Regional']
6001,CIP,2016,Montessori School Medellin / The Columbus School / Marymount School Medellin / Colegio San Jose de las Vegas / Colegio Colombo Britanico Medellin / Compania de Maria Medellin & Colombian Innovation Program,,Medellin,Antioquia,Colombia,,1,['2016flwp'],['South Florida Regional ']
6002,ZooBOTix,2016,F&A FABRICATING /  Michigan Department of Education / Argosy Foundation / ALRO Steel & Kalamazoo Central High School,,Kalamazoo,Michigan,USA,,2,"['2016miken', '2016milak']","['FIM District - East Kentwood Event', 'FIM District - Lakeview Event']"
6003,S.U.M. (Singularly Unified Madness),2016,Campbell University / Argosy Foundation & Harnett Central High & Overhills High School,,Buies Creek,North Carolina,USA,Embrace the Chaos,3,"['2016ncbui', '2016nccmp', '2016ncral']","['NC District - Campbell University/Johnston Community College Event', 'NC FIRST Robotics State Championship', 'NC District - Wake County Event']"
6004,f(x) Robotics,2016,Smithfield-Selma High,,Smithfield,North Carolina,USA,,3,"['2016ncbui', '2016nccmp', '2016ncmcl']","['NC District - Campbell University/Johnston Community College Event', 'NC FIRST Robotics State Championship', 'NC District - Guilford County Event']"
6005,Cardinaltronics,2016,Mason County Eastern Schools/FRC Rookie Grant/State of Michigan/Express Mart /Great Lakes Auto Glass/Cranky's Small Engine/Michigan Online Auctions & Mason County Eastern Junior High/High School,,Custer,Michigan,USA,"Small school, big dreams",2,"['2016miken', '2016mitvc']","['FIM District - East Kentwood Event', 'FIM District - Traverse City Event']"
6006,Albury High School,2016,Murray High School,,Albury,New South Wales,Australia,,1,['2016ausy'],['Australia Regional']
6007,RoboPod,2016,Camden Haven High School,,Kew,New South Wales,Australia,,1,['2016ausy'],['Australia Regional']
6008,Lions,2016,Princess Margaret Secondary,,Surrey,British Columbia,Canada,,1,['2016abca'],['Western Canada Regional']
6009,cyberheart,2016,Argosy Foundation 2016 Rookie Grant / FIRST Canada / Toronto Catholic District School Board / Carpenters Local 27 / Ellard-Willson Engineering Ltd. / Corel Contracting Inc. / Sheet Metal Workers' & Roofers' Local 30 / 703 Promotions / CSAC-Father John Redmond & Father John Redmond C.S.S.,,Toronto,Ontario,Canada,cursum consumavi fidem servavi,1,['2016onto2'],['Greater Toronto Central Regional']
6010,Teravolts,2016,Universidad Tecmilenio Campus Mazatlán,,Mazatlán,Sinaloa,Mexico,,1,['2016mxmc'],['Mexico City Regional ']
6011,Cyber Trojans,2016,Sturgis High School,,Sturgis,Michigan,USA,,2,"['2016mihow', '2016milak']","['FIM District - Howell Event', 'FIM District - Lakeview Event']"
6012,STEAMROLLERS,2016,"Argosy Foundation / Allied Automation / Sandy & Danny Daugherty / DoD STEM / Lawrence County STEAM / The PI Labs / Turner Contracting Inc / Bedford Federal Savings Bank / INFAB / Tri-County Builders / Stimulus Engineering / Indiana Steel & Engineering Corp / Architectural Stone Fabricators / Whitney Tool Company / BowHead / Atchison Eye Care / Remax Realty / Southern Indiana Home Inspections / PYNCO / Limestone Robotics & Boys & Girls Club of Lawrence County, IN",,Bedford,Indiana,USA,,4,"['2016gal', '2016incmp', '2016inpmh', '2016inwch']","['Galileo Division', 'Indiana State Championship', 'IN District - Perry Meridian Event', 'IN District - Walker Warren Event']"
6013,Robowolves,2016,ZF-TRW & Cornerstone Health+Technology High School,,Detroit,Michigan,USA,,2,"['2016mibro', '2016mitry']","['FIM District - Woodhaven Event', 'FIM District - Troy Event']"
6014,RC Roboteam,2016,Alonet Bilgi Teknolojileri A.Ş. / Microsoft / Mavi Jeans / Tefaş A.Ş. / Çevik Mühendislik Makina Sanayi ve Ticaret LTD. ŞTİ. / Yamiba / Beyoglu Rotaract Club & Robert College,,Istanbul,Istanbul,Turkey,"kids of today, engineers of tomorrow",1,['2016nyny'],['New York City Regional']
6015,Juicy Bots,2016,Juicy Platters / MAR ROBOTICS / FIRST ROBOTICS ROOKIE GRANT & Hackensack High,,Hackensack,New Jersey,USA,N/A,2,"['2016njbri', '2016njfla']","['MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event']"
6016,Tiger Robotics,2016,Hackettstown High,,Hackettstown,New Jersey,USA,,4,"['2016cur', '2016mrcmp', '2016njbri', '2016njfla']","['Curie Division', 'Mid-Atlantic Robotics District Championship', 'MAR District - Bridgewater-Raritan Event', 'MAR District - Mt. Olive Event']"
6017,Cyberius,2016,"Tecnologico de Monterrey, Campus Santa Catarina. ",,Santa Catarina,Nuevo León,Mexico,Thrive beyond success.,1,['2016mxmc'],['Mexico City Regional ']
6018,TICK,2016,High School Attached to Northwestern Normal University,,Lanzhou,Gansu,China,,1,['2016ausy'],['Australia Regional']
6019,Metabots,2016,Home School,,Lapeer,Michigan,USA,,2,"['2016mibro', '2016mimar']","['FIM District - Woodhaven Event', 'FIM District - Marysville Event']"
6020,JGHS,2016,John Glenn High School,,Bay City,Michigan,USA,,2,"['2016mimar', '2016mimid']","['FIM District - Marysville Event', 'FIM District - Midland Event']"
6021,Team T.I.G.E.R.S,2016,Sussex Central High,,Sussex,Virginia,USA,,2,"['2016vados', '2016vapor']","['CHS District - Central Virginia Event', 'CHS District - Hampton Roads Event']"
6022,BP Robotics,2016,Blooming Prairie Secondary,,Blooming Prairie,Minnesota,USA,,1,['2016mndu'],['Lake Superior Regional']
6023,DISCBOTS,2016,100 Scholars Robotics Alliance / Johnson Research & Development / Argosy Foundation / Dell Electronics / Five Star Hospitality & Development & International Student Center,,Decatur,Georgia,USA,Inspire thru unity,2,"['2016gadal', '2016gaken']","['PCH District - Dalton Event', 'PCH District - Kennesaw Event']"
6024,Team R Factor,2016,Neighborhood Group,,Mumbai,Maharashtra,India,,1,['2016ausy'],['Australia Regional']
6025,Adroit Androids,2016,Bahcesehir Anatolian Highschool,,Istanbul,Istanbul,Turkey,,2,"['2016cars', '2016txsa']","['Carson Division', 'Alamo Regional sponsored by Rackspace Hosting']"
6026,Tiger Strike,2016,Tactical Electronics / Okla State Dept of Education / Argosy Foundation / Spartan College of Aeronautics and Technology / Broken Arrow Public Schools & Broken Arrow Hs,,Broken Arrow,Oklahoma,USA,,1,['2016okok'],['Oklahoma Regional ']
6027,Brain Waves,2016,Owens Corning Science & Technology / Hopewell Dental / Ashcraft Machine and Supply Company / John Wallace / Newark Catholic High School / Newark Catholic High School Faculty / Park National Bank & Newark Catholic High School,,Newark,Ohio,USA,,2,"['2016ohcl', '2016ohsc']","['Buckeye Regional', 'Ohio FRC State Championship']"
6028,WUHAN RAYSON SCHOOL,2016,"Shenzhen DADALELE Culture Communication Co., LTD  & WUHAN RAYSON SCHOOL",,Wuhan,Hubei,China,,1,['2016txsa'],['Alamo Regional sponsored by Rackspace Hosting']
6029,The Railbots,2016,Wayne Metropolitan Community Action Agency / By Faith T's & More / 21st CCLC-Lincoln Park High School & Lincoln Park High School,,Lincoln Park,Michigan,USA,,2,"['2016mibro', '2016mitry']","['FIM District - Woodhaven Event', 'FIM District - Troy Event']"
6032,Pirate Robotics,2016,NASA / Dayton Progress / South Metro Regional Chamber of Commerce / Reynolds Machinery / Yaskawa Motoman / Farmers Merchant Bank / SolidWorks & West Carrollton High School,NASA,West Carrollton,Ohio,USA,,2,"['2016arc', '2016ohcl']","['Archimedes Division', 'Buckeye Regional']"
6033,Gaget Agents,2016,Beal City High School,,Mount Pleasant,Michigan,USA,,2,"['2016mimid', '2016mitvc']","['FIM District - Midland Event', 'FIM District - Traverse City Event']"
6034,Eagle Storms,2016,North Technical,,Florissant,Missouri,USA,Without Struggle There is No Success,2,"['2016cur', '2016mosl']","['Curie Division', 'St. Louis Regional']"
6035,House of Ulladulla,2016,Ulladulla High School,,Ulladulla,New South Wales,Australia,,2,"['2016arc', '2016ausy']","['Archimedes Division', 'Australia Regional']"
6036,Terrace Tech,2016,The Brin Wojcicki Foundation & Palo Alto Youth Robotics Association,,Palo Alto,California,USA,,1,['2016casj'],['Silicon Valley Regional presented by Google.org']
6038,ITOBOT,2016,İstanbul Ticaret Odası Anadolu Meslek Lisesi,,ISTANBUL,Istanbul,Turkey,"Listen To We, Be Happy.",1,['2016wimi'],['Wisconsin Regional']
6039,PiRobotics,2016,Stevenson School - Pebble Beach Campus,,Pebble Beach,California,USA,,1,['2016casj'],['Silicon Valley Regional presented by Google.org']
